Methane,19.25000000000,0.05210000000,0.00001200000,-0.00000001130,0
Ethane,5.40900000000,0.17800000000,-0.00006940000,0.00000000871,0
Propane,-4.22400000000,0.30600000000,-0.00015900000,0.00000003220,0
N-butane,9.48700000000,0.33100000000,-0.00011100000,-0.00000000282,0
Isobutane,-1.39000000000,0.38500000000,-0.00018500000,0.00000002900,0
N-pentane,-3.62600000000,0.48700000000,-0.00025800000,0.00000005310,0
Isopentane,-9.52500000000,0.50700000000,-0.00027300000,0.00000005720,0
Neopentane,-16.59000000000,0.55500000000,-0.00033100000,0.00000007630,0
N-hexane,-4.41300000000,0.52800000000,-0.00031200000,0.00000006490,0
N-heptane,-5.14600000000,0.67600000000,-0.00036500000,0.00000007660,0
N-octane,-6.09600000000,0.77100000000,-0.00042000000,0.00000008860,0
N-nonane,-8.37400000000,0.87300000000,-0.00048200000,0.00000010300,0
N-decane,-7.91300000000,0.96100000000,-0.00052900000,0.00000011300,0
N-dodecane,-9.32800000000,1.14900000000,-0.00063500000,0.00000013600,0
N-tetradecane,-11.00000000000,1.33800000000,-0.00074200000,0.00000016000,0
N-hexadecane,-13.00000000000,1.52900000000,-0.00085400000,0.00000018500,0
Cyclopentane,-53.60000000000,0.54300000000,-0.00030300000,0.00000006490,0
Methylcyclopentane,-50.10000000000,0.63800000000,-0.00036400000,0.00000008010,0
Cyclohexane,-54.50000000000,0.61100000000,-0.00025200000,0.00000001320,0
Methylcyclohexane,-61.90000000000,0.78400000000,-0.00044400000,0.00000009370,0
Ethylene,3.80600000000,0.15700000000,-0.00008350000,0.00000001760,0
Propylene,3.71000000000,0.23500000000,-0.00011600000,0.00000002210,0
1-butene,-2.99400000000,0.35300000000,-0.00019900000,0.00000004460,0
Isobutene,16.10000000000,0.28000000000,-0.00010900000,0.00000000910,0
1-pentene,-0.13400000000,0.43300000000,-0.00023200000,0.00000004680,0
1.3-butadiene,-1.68700000000,0.34200000000,-0.00023400000,0.00000006340,0
Isoprene,-3.41200000000,0.45900000000,-0.00033400000,0.00000010000,0
Acetylene,26.80000000000,0.07580000000,-0.00005010000,0.00000001410,0
Benzene,-33.90000000000,0.47400000000,-0.00030200000,0.00000007130,0
Toluene,-24.40000000000,0.51300000000,-0.00027700000,0.00000004910,0
